year,parent_entity,parent_type,total_emissions_MtCO2e
1978,BASF,Investor-owned Company,19.14050159
1979,BASF,Investor-owned Company,20.45389079
1980,BASF,Investor-owned Company,20.05434937
1981,BASF,Investor-owned Company,20.69186276
1982,BASF,Investor-owned Company,21.23185994
1983,BASF,Investor-owned Company,21.59991336
1984,BASF,Investor-owned Company,23.40039317
1985,BASF,Investor-owned Company,23.2827955
1986,BASF,Investor-owned Company,21.56375822
1987,BASF,Investor-owned Company,23.57177273
1988,BASF,Investor-owned Company,24.33710529
1989,BASF,Investor-owned Company,25.085238
1990,BASF,Investor-owned Company,25.88631754
1991,BASF,Investor-owned Company,19.00827345
1992,BASF,Investor-owned Company,18.5942414
1993,BASF,Investor-owned Company,18.92143738
1994,BASF,Investor-owned Company,21.73980401
1995,BASF,Investor-owned Company,23.4936292
1996,BASF,Investor-owned Company,27.77351682
1997,BASF,Investor-owned Company,24.06355965
1998,BASF,Investor-owned Company,26.31044625
1999,BASF,Investor-owned Company,31.77298703
2000,BASF,Investor-owned Company,32.90066883
2001,BASF,Investor-owned Company,37.48428642
2002,BASF,Investor-owned Company,37.70295759
2003,BASF,Investor-owned Company,42.5395723
2004,BASF,Investor-owned Company,44.36295423
2005,BASF,Investor-owned Company,46.07711242
2006,BASF,Investor-owned Company,62.89521846
2007,BASF,Investor-owned Company,62.19482587
2008,BASF,Investor-owned Company,66.07735987
2009,BASF,Investor-owned Company,70.24991382
2010,BASF,Investor-owned Company,69.30988446
2011,BASF,Investor-owned Company,55.37306874
2012,BASF,Investor-owned Company,57.24736665
2013,BASF,Investor-owned Company,63.21700603
2014,BASF,Investor-owned Company,72.12706526
2015,BASF,Investor-owned Company,81.03712449
2016,BASF,Investor-owned Company,89.93468431
2017,BASF,Investor-owned Company,87.65001411
2018,BASF,Investor-owned Company,91.48818986
2019,BASF,Investor-owned Company,96.05990852
2020,BASF,Investor-owned Company,96.99404053
2021,BASF,Investor-owned Company,98.75450487
2022,BASF,Investor-owned Company,92.96246333
1955,BHP,Investor-owned Company,5.729731992
1956,BHP,Investor-owned Company,6.06677505
1957,BHP,Investor-owned Company,7.246425754
1958,BHP,Investor-owned Company,7.631617821
1959,BHP,Investor-owned Company,8.113107904
1960,BHP,Investor-owned Company,8.498299971
1961,BHP,Investor-owned Company,8.690896004
1962,BHP,Investor-owned Company,10.03906824
1963,BHP,Investor-owned Company,10.49648382
1964,BHP,Investor-owned Company,11.36316597
1965,BHP,Investor-owned Company,12.83171072
1966,BHP,Investor-owned Company,14.32432998
1967,BHP,Investor-owned Company,14.25210647
1968,BHP,Investor-owned Company,14.68544754
1969,BHP,Investor-owned Company,16.19264488
1970,BHP,Investor-owned Company,22.6554841
1971,BHP,Investor-owned Company,32.37510533
1972,BHP,Investor-owned Company,44.02988283
1973,BHP,Investor-owned Company,44.58552072
1974,BHP,Investor-owned Company,51.00801064
1975,BHP,Investor-owned Company,49.12020903
1976,BHP,Investor-owned Company,55.98614184
1977,BHP,Investor-owned Company,58.94233617
1978,BHP,Investor-owned Company,62.90462717
1979,BHP,Investor-owned Company,59.58080443
1980,BHP,Investor-owned Company,54.03996341
1981,BHP,Investor-owned Company,57.69645466
1982,BHP,Investor-owned Company,97.87001643
1983,BHP,Investor-owned Company,109.1778283
1984,BHP,Investor-owned Company,91.15310033
1985,BHP,Investor-owned Company,135.7395524
1986,BHP,Investor-owned Company,146.1418513
1987,BHP,Investor-owned Company,147.1085545
1988,BHP,Investor-owned Company,142.8112929
1989,BHP,Investor-owned Company,144.3564298
1990,BHP,Investor-owned Company,152.4751226
1991,BHP,Investor-owned Company,167.0931696
1992,BHP,Investor-owned Company,162.5484193
1993,BHP,Investor-owned Company,195.5152651
1994,BHP,Investor-owned Company,188.6383064
1995,BHP,Investor-owned Company,205.051666
1996,BHP,Investor-owned Company,176.7694024
1997,BHP,Investor-owned Company,186.9705743
1998,BHP,Investor-owned Company,201.6972557
1999,BHP,Investor-owned Company,285.8821475
2000,BHP,Investor-owned Company,367.4099083
2001,BHP,Investor-owned Company,377.9749859
2002,BHP,Investor-owned Company,344.1989351
2003,BHP,Investor-owned Company,347.0661327
2004,BHP,Investor-owned Company,360.6291307
2005,BHP,Investor-owned Company,367.473671
2006,BHP,Investor-owned Company,358.0145254
2007,BHP,Investor-owned Company,368.8230728
2008,BHP,Investor-owned Company,350.2388213
2009,BHP,Investor-owned Company,322.7162452
2010,BHP,Investor-owned Company,333.1886703
2011,BHP,Investor-owned Company,327.7835905
2012,BHP,Investor-owned Company,361.021034
2013,BHP,Investor-owned Company,384.0439101
2014,BHP,Investor-owned Company,317.0882634
2015,BHP,Investor-owned Company,330.6297097
2016,BHP,Investor-owned Company,308.7909453
2017,BHP,Investor-owned Company,275.8561196
2018,BHP,Investor-owned Company,276.3721576
2019,BHP,Investor-owned Company,252.8114072
2020,BHP,Investor-owned Company,222.5707728
2021,BHP,Investor-owned Company,209.4120876
2022,BHP,Investor-owned Company,191.9103094
1913,BP,Investor-owned Company,1.746647188
1914,BP,Investor-owned Company,2.031316194
1915,BP,Investor-owned Company,2.315985199
1916,BP,Investor-owned Company,2.600654205
1917,BP,Investor-owned Company,2.885323211
1918,BP,Investor-owned Company,3.285995059
1919,BP,Investor-owned Company,4.187048954
1920,BP,Investor-owned Company,6.929569435
1921,BP,Investor-owned Company,10.98097813
1922,BP,Investor-owned Company,15.17536903
1923,BP,Investor-owned Company,18.54353172
1924,BP,Investor-owned Company,21.2743529
1925,BP,Investor-owned Company,28.70153335
1926,BP,Investor-owned Company,35.99613167
1927,BP,Investor-owned Company,43.50846272
1928,BP,Investor-owned Company,45.65470595
1929,BP,Investor-owned Company,45.19154285
1930,BP,Investor-owned Company,46.87948956
1931,BP,Investor-owned Company,39.46481747
1932,BP,Investor-owned Company,32.13532288
1933,BP,Investor-owned Company,27.5907175
1934,BP,Investor-owned Company,30.34877463
1935,BP,Investor-owned Company,32.59699682
1936,BP,Investor-owned Company,38.54879199
1937,BP,Investor-owned Company,47.01972441
1938,BP,Investor-owned Company,46.15357526
1939,BP,Investor-owned Company,44.6461733
1940,BP,Investor-owned Company,42.53705067
1941,BP,Investor-owned Company,42.79841548
1942,BP,Investor-owned Company,52.58706449
1943,BP,Investor-owned Company,59.39391839
1944,BP,Investor-owned Company,77.8506788
1945,BP,Investor-owned Company,91.26645247
1946,BP,Investor-owned Company,107.6835794
1947,BP,Investor-owned Company,115.1670858
1948,BP,Investor-owned Company,138.8940301
1949,BP,Investor-owned Company,139.7958268
1950,BP,Investor-owned Company,190.9510761
1951,BP,Investor-owned Company,178.7231131
1952,BP,Investor-owned Company,161.4934604
1953,BP,Investor-owned Company,186.1019516
1954,BP,Investor-owned Company,197.1865675
1955,BP,Investor-owned Company,243.8131514
1956,BP,Investor-owned Company,268.7571075
1957,BP,Investor-owned Company,270.3684261
1958,BP,Investor-owned Company,305.7279916
1959,BP,Investor-owned Company,321.2444002
1960,BP,Investor-owned Company,375.7480429
1961,BP,Investor-owned Company,395.6755607
1962,BP,Investor-owned Company,426.7254131
1963,BP,Investor-owned Company,449.5030326
1964,BP,Investor-owned Company,508.5846614
1965,BP,Investor-owned Company,545.291785
1966,BP,Investor-owned Company,610.6437239
1967,BP,Investor-owned Company,661.4474748
1968,BP,Investor-owned Company,722.7192429
1969,BP,Investor-owned Company,804.4937183
1970,BP,Investor-owned Company,903.2821254
1971,BP,Investor-owned Company,966.4657506
1972,BP,Investor-owned Company,1046.776793
1973,BP,Investor-owned Company,1046.85089
1974,BP,Investor-owned Company,976.3171808
1975,BP,Investor-owned Company,830.0741319
1976,BP,Investor-owned Company,836.8509597
1977,BP,Investor-owned Company,859.8111024
1978,BP,Investor-owned Company,968.0220791
1979,BP,Investor-owned Company,913.5997694
1980,BP,Investor-owned Company,758.8098742
1981,BP,Investor-owned Company,740.1686127
1982,BP,Investor-owned Company,726.2851529
1983,BP,Investor-owned Company,696.6388808
1984,BP,Investor-owned Company,698.8957277
1985,BP,Investor-owned Company,674.525175
1986,BP,Investor-owned Company,645.4251578
1987,BP,Investor-owned Company,657.8504393
1988,BP,Investor-owned Company,579.7838697
1989,BP,Investor-owned Company,585.9675547
1990,BP,Investor-owned Company,505.4901627
1991,BP,Investor-owned Company,491.5338235
1992,BP,Investor-owned Company,477.3272365
1993,BP,Investor-owned Company,479.4469437
1994,BP,Investor-owned Company,485.8107833
1995,BP,Investor-owned Company,478.3410107
1996,BP,Investor-owned Company,495.9957378
1997,BP,Investor-owned Company,493.8711113
1998,BP,Investor-owned Company,539.2423946
1999,BP,Investor-owned Company,499.9417587
2000,BP,Investor-owned Company,483.0653694
2001,BP,Investor-owned Company,510.7189385
2002,BP,Investor-owned Company,540.0490045
2003,BP,Investor-owned Company,554.1703568
2004,BP,Investor-owned Company,594.6192539
2005,BP,Investor-owned Company,597.0296314
2006,BP,Investor-owned Company,584.1802043
2007,BP,Investor-owned Company,568.0116465
2008,BP,Investor-owned Company,571.2009989
2009,BP,Investor-owned Company,594.7225797
2010,BP,Investor-owned Company,569.0535773
2011,BP,Investor-owned Company,487.3711731
2012,BP,Investor-owned Company,495.9495944
2013,BP,Investor-owned Company,480.9768667
2014,BP,Investor-owned Company,469.3778743
2015,BP,Investor-owned Company,487.777068
2016,BP,Investor-owned Company,486.3247753
2017,BP,Investor-owned Company,535.7790987
2018,BP,Investor-owned Company,549.3079007
2019,BP,Investor-owned Company,563.978386
2020,BP,Investor-owned Company,517.6065159
2021,BP,Investor-owned Company,494.5542375
2022,BP,Investor-owned Company,365.6245255
1947,British Coal Corporation,State-owned Entity,542.8278052
1948,British Coal Corporation,State-owned Entity,560.5601801
1949,British Coal Corporation,State-owned Entity,578.2925553
1950,British Coal Corporation,State-owned Entity,596.0249302
1951,British Coal Corporation,State-owned Entity,599.0647659
1952,British Coal Corporation,State-owned Entity,602.1046016
1953,British Coal Corporation,State-owned Entity,605.1444373
1954,British Coal Corporation,State-owned Entity,608.184273
1955,British Coal Corporation,State-owned Entity,611.2241087
1956,British Coal Corporation,State-owned Entity,595.7535163
1957,British Coal Corporation,State-owned Entity,580.2829238
1958,British Coal Corporation,State-owned Entity,564.8123314
1959,British Coal Corporation,State-owned Entity,549.3417389
1960,British Coal Corporation,State-owned Entity,533.8711465
1961,British Coal Corporation,State-owned Entity,527.9000406
1962,British Coal Corporation,State-owned Entity,521.9289347
1963,British Coal Corporation,State-owned Entity,515.9578289
1964,British Coal Corporation,State-owned Entity,509.986723
1965,British Coal Corporation,State-owned Entity,504.0156172
1966,British Coal Corporation,State-owned Entity,481.7596772
1967,British Coal Corporation,State-owned Entity,459.5037371
1968,British Coal Corporation,State-owned Entity,437.2477971
1969,British Coal Corporation,State-owned Entity,414.9918571
1970,British Coal Corporation,State-owned Entity,392.7359171
1971,British Coal Corporation,State-owned Entity,382.4764716
1972,British Coal Corporation,State-owned Entity,372.2170261
1973,British Coal Corporation,State-owned Entity,361.9575805
1974,British Coal Corporation,State-owned Entity,351.698135
1975,British Coal Corporation,State-owned Entity,341.4386895
1976,British Coal Corporation,State-owned Entity,327.8679944
1977,British Coal Corporation,State-owned Entity,328.1394083
1978,British Coal Corporation,State-owned Entity,325.4252692
1979,British Coal Corporation,State-owned Entity,334.6533419
1980,British Coal Corporation,State-owned Entity,343.6100007
1981,British Coal Corporation,State-owned Entity,337.367481
1982,British Coal Corporation,State-owned Entity,328.1394083
1983,British Coal Corporation,State-owned Entity,285.7988395
1984,British Coal Corporation,State-owned Entity,115.8937364
1985,British Coal Corporation,State-owned Entity,283.6275282
1986,British Coal Corporation,State-owned Entity,280.3705614
1987,British Coal Corporation,State-owned Entity,270.328247
1988,British Coal Corporation,State-owned Entity,280.9133892
1989,British Coal Corporation,State-owned Entity,255.9433102
1990,British Coal Corporation,State-owned Entity,248.6151348
1991,British Coal Corporation,State-owned Entity,247.2580653
1992,British Coal Corporation,State-owned Entity,208.4458772
1993,British Coal Corporation,State-owned Entity,152.5346133
1994,British Coal Corporation,State-owned Entity,87.12386274
1990,Bumi Resources,Investor-owned Company,14.21656921
1991,Bumi Resources,Investor-owned Company,19.19236844
1992,Bumi Resources,Investor-owned Company,31.51339509
1993,Bumi Resources,Investor-owned Company,33.47291221
1994,Bumi Resources,Investor-owned Company,35.43242934
1995,Bumi Resources,Investor-owned Company,44.50023107
1996,Bumi Resources,Investor-owned Company,46.45974819
1997,Bumi Resources,Investor-owned Company,48.41926531
1998,Bumi Resources,Investor-owned Company,50.37878244
1999,Bumi Resources,Investor-owned Company,52.33829956
2000,Bumi Resources,Investor-owned Company,54.29781668
2001,Bumi Resources,Investor-owned Company,64.1255279
2002,Bumi Resources,Investor-owned Company,73.95323909
2003,Bumi Resources,Investor-owned Company,83.7809503
2004,Bumi Resources,Investor-owned Company,93.60866149
2005,Bumi Resources,Investor-owned Company,103.4363727
